scheduler,profile,vehicles,cores,exec,overrun,net_delay_ms,seed,duration_s,missed_jobs,veh,avg_perf,max_roll,soft_pct,hard,max_age_fresh_ms,max_age_path_ms,min_ttpnr_ms,past_pnr_ms
edf,v10,12,3,worst,kill,-1.00,0,30.000,11992,4,0.029709,0.372205,0.0000,0,90.50,90.50,-1.00,0.0
edf,v10,12,3,worst,kill,-1.00,0,30.000,11992,5,0.123612,1.809397,2.4333,0,90.50,90.50,-1.00,0.0
edf,v10,12,3,worst,kill,-1.00,0,30.000,11992,6,0.601746,3.221292,15.0333,0,85.50,95.50,390.10,0.0
edf,v10,12,3,worst,kill,-1.00,0,30.000,11992,7,0.577646,2.998726,14.4000,0,85.50,95.50,405.10,0.0
edf,v10,12,3,worst,kill,-1.00,0,30.000,11992,8,0.282593,2.335433,6.5333,0,85.50,95.50,300.10,0.0
edf,v10,12,3,worst,kill,-1.00,0,30.000,11992,9,2.573224,16.399857,31.6667,456,80.50,95.50,0.00,5370.0
edf,v10,12,3,worst,kill,-1.00,0,30.000,11992,10,169650.081511,523892.552163,99.0000,2922,-1.00,-1.00,0.00,29655.0
edf,v10,12,3,worst,kill,-1.00,0,30.000,11992,11,408.974655,7733.650085,18.9000,476,-1.00,-1.00,0.00,5025.0
context,v10,12,3,worst,kill,-1.00,0,30.000,12005,0,0.115503,0.337618,0.0000,0,770.50,790.50,-1.00,0.0
context,v10,12,3,worst,kill,-1.00,0,30.000,12005,1,0.144475,0.694981,0.5667,0,1080.50,1100.50,-1.00,0.0
context,v10,12,3,worst,kill,-1.00,0,30.000,12005,2,0.087823,0.894245,0.5667,0,540.50,560.50,385.10,0.0
context,v10,12,3,worst,kill,-1.00,0,30.000,12005,3,0.103490,0.843263,0.9000,0,540.50,560.50,320.10,0.0
context,v10,12,3,worst,kill,-1.00,0,30.000,12005,4,0.059848,0.392291,0.0000,0,715.50,730.50,-1.00,0.0
context,v10,12,3,worst,kill,-1.00,0,30.000,12005,5,0.219876,1.680507,3.2333,0,1090.50,1110.50,-1.00,0.0
context,v10,12,3,worst,kill,-1.00,0,30.000,12005,6,0.464850,2.115201,10.7333,0,1100.50,1120.50,435.10,0.0
context,v10,12,3,worst,kill,-1.00,0,30.000,12005,7,0.765673,3.157842,16.7000,0,805.50,825.50,400.10,0.0
context,v10,12,3,worst,kill,-1.00,0,30.000,12005,8,0.269179,2.012818,5.6333,0,1950.50,1970.50,345.10,0.0
context,v10,12,3,worst,kill,-1.00,0,30.000,12005,9,0.151065,0.409910,0.0000,0,630.50,650.50,-1.00,0.0
context,v10,12,3,worst,kill,-1.00,0,30.000,12005,10,0.173921,0.667377,0.0000,0,640.50,665.50,295.10,0.0
context,v10,12,3,worst,kill,-1.00,0,30.000,12005,11,0.166937,0.509026,0.0000,0,670.50,690.50,-1.00,0.0
honest,v10,12,3,worst,kill,-1.00,0,30.000,12029,0,0.124587,0.526883,0.0000,0,960.50,980.50,-1.00,0.0
honest,v10,12,3,worst,kill,-1.00,0,30.000,12029,1,0.120449,0.382344,0.0000,0,1740.50,1760.50,-1.00,0.0
honest,v10,12,3,worst,kill,-1.00,0,30.000,12029,2,0.128832,0.889669,0.5667,0,1070.50,1090.50,385.10,0.0
honest,v10,12,3,worst,kill,-1.00,0,30.000,12029,3,0.206478,1.118483,3.5333,0,740.50,760.50,320.10,0.0
honest,v10,12,3,worst,kill,-1.00,0,30.000,12029,4,0.071205,0.476411,0.0000,0,920.50,940.50,-1.00,0.0
honest,v10,12,3,worst,kill,-1.00,0,30.000,12029,5,0.247998,1.661317,3.5667,0,1015.50,1030.50,-1.00,0.0
honest,v10,12,3,worst,kill,-1.00,0,30.000,12029,6,0.479183,2.103361,10.8000,0,985.50,1005.50,435.10,0.0
honest,v10,12,3,worst,kill,-1.00,0,30.000,12029,7,0.781254,3.281724,17.2333,0,1335.50,1335.50,385.10,0.0
honest,v10,12,3,worst,kill,-1.00,0,30.000,12029,8,0.264321,2.009091,5.6333,0,1499.90,1519.90,345.10,0.0
honest,v10,12,3,worst,kill,-1.00,0,30.000,12029,9,0.123014,0.318758,0.0000,0,820.50,840.50,-1.00,0.0
honest,v10,12,3,worst,kill,-1.00,0,30.000,12029,10,0.191756,0.682385,0.0000,0,600.50,625.50,245.10,0.0
honest,v10,12,3,worst,kill,-1.00,0,30.000,12029,11,0.132615,0.223611,0.0000,0,530.50,550.50,-1.00,0.0
ttu,v10,12,3,worst,kill,-1.00,0,30.000,11992,0,0.022942,0.195651,0.0000,0,90.50,110.50,-1.00,0.0
ttu,v10,12,3,worst,kill,-1.00,0,30.000,11992,1,0.040708,0.182515,0.0000,0,95.50,95.50,-1.00,0.0
